"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Oct 15 11:26:13 UTC 2025","Wed Oct 15 11:26:13 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_5g","Test40Mhz5GChannel100PeakThroughput","","","test_client_wpa2_eap_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:07 UTC 2025","Wed Oct 15 11:26:07 UTC 2025","0","e2e.basic.configuration_tests.nat_mode","test_general_security_modes_configuration","TestNATModeConnectivitySuiteB","","","test_setup_wpa_wpa2_personal_mixed_2g_ssid_profile[setup_configuration0]"," SSID Profile Creation wpa_wpa2_personal_mixed 2.4G
            pytest -m ""setup and nat and general and suiteB and wpa_wpa2_personal_mixed and twog""

        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel64PeakThroughput","","","test_client_wpa2_eap_bridge_udp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:17 UTC 2025","Wed Oct 15 11:26:17 UTC 2025","0","e2e.basic.performance_tests.throughput_benchmark.tcp_udp_upstream_downstream_bidirection_throughput_test.wpa2_personal","test_vlan_mode","TestThroughputUnderCombinationsVLAN160MHz","","","test_client_wpa2_personal_5g_up_nss4_udp[setup_configuration0]",""
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_40Mhz_5g","Test40Mhz5GChannel132PeakThroughput","","","test_client_wpa3_eap_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_2g","Test20Mhz2GChannel5PeakThroughput","","","test_client_wpa_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_2g","Test20Mhz2GChannel5PeakThroughput","","","test_client_wpa3_personal_bridge_udp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_2g","Test20Mhz2GChannel10PeakThroughput","","","test_client_wpa3_personal_nat_tcp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_5g","TestCountryCA20Mhz5GChannel116PeakThroughput","","","test_client_wpa_bridge_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:17 UTC 2025","Wed Oct 15 11:26:17 UTC 2025","0","e2e.basic.performance_tests.throughput_benchmark.throughput_vs_various_pkt_sizes.wpa2_security","test_vlan_mode","TestThroughputVsPktWpa2Vlan5g","","","test_client_wpa2_personal_vlan_pkt_MTU_5g[setup_configuration0]","Throughput Vs Pkt Sizes Vlan Mode
               pytest -m ""throughput_vs_pkt and Vlan and wpa2 and fiveg and pktMTU""
            "
"skipped","Wed Oct 15 11:26:07 UTC 2025","Wed Oct 15 11:26:07 UTC 2025","0","Dataplane Tests","WPA Personal Security","VLAN Mode","","","Test for TCP UDP Download 5 GHz","Dataplane THroughput VLAN Mode
           pytest -m ""dataplane_tests and vlan and wpa and fiveg""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.multi_station_throughput.wpa2_personal.nat_mode","performance","TestMultiStaThptnat","","","test_mstathpt_wpa2p_nat_tcp_dl_2g_10[setup_configuration0]","
                    pytest -m ""multi_sta_thpt and nat and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:20 UTC 2025","Wed Oct 15 11:26:20 UTC 2025","0","Toggle Airplane Tests","VLAN Mode","Enterprise ttls Toggle Airplane","","","VLAN Mode Toggle Airplane Test with wpa3 enterprise encryption 2.4 GHz Band",""
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","TestCountryCA20Mhz5GChannel132PeakThroughput","","","test_client_wpa3_bridge_udp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","TestCountryCA20Mhz5GChannel136PeakThroughput","","","test_client_wpa3_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:17 UTC 2025","Wed Oct 15 11:26:17 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_80Mhz_5g","Test80Mhz5GChannel132PeakThroughput","","","test_client_wpa_nat_tcp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.multi_station_throughput.wpa2_personal.bridge_mode","performance","TestMultiStaThptbridge","","","test_mstathpt_wpa2p_bridge_udp_dl_5g_9[setup_configuration0]","
        pytest -m ""multi_sta_thpt and bridge and wpa2_personal and fiveg""

        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel104PeakThroughput","","","test_client_wpa2_eap_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Country Code Tests","BRIDGE Mode(80 MHz)","JP country code (Channel-36)","","","Test for bandwidth 80 and channel 36","Country code Bridge Mode
           pytest -m ""country_code and eightyMhz and wpa2 and fiveg and channel36""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_2g","Test20Mhz2GChannel11PeakThroughput","","","test_client_wpa_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:13 UTC 2025","Wed Oct 15 11:26:13 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_5g","TestCountryCA20Mhz5GChannel52PeakThroughput","","","test_client_wpa2_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Country Code Tests","BRIDGE Mode(40 MHz)","SG country code (Channel-6)","","","Test for bandwidth 40 and channel 6","Country code Bridge Mode
           pytest -m ""country_code and fourtyMhz and wpa2 and twog and channel6""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Country Code Tests","BRIDGE Mode(40 MHz)","IN country code (Channel-36)","","","Test for bandwidth 40 and channel 36","Country code Bridge Mode
           pytest -m ""country_code and fourtyMhz and wpa2 and fiveg and channel36""
        "
"skipped","Wed Oct 15 11:26:16 UTC 2025","Wed Oct 15 11:26:16 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_5g","TestCountryCA20Mhz5GChannel56PeakThroughput","","","test_client_wpa_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_40Mhz_5g","Test40Mhz5GChannel60PeakThroughput","","","test_client_wpa3_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:07 UTC 2025","Wed Oct 15 11:26:07 UTC 2025","0","e2e.basic.configuration_tests.bridge_mode","test_enterprise_security_modes_configuration","TestSetupBridgeEnterpriseSuiteA","","","test_setup_wpa2_enterprise_2g_ssid_profile[setup_configuration0]"," WPA2 Enterprise SSID 2.4G "
"skipped","Wed Oct 15 11:26:17 UTC 2025","Wed Oct 15 11:26:17 UTC 2025","0","e2e.basic.performance_tests.throughput_benchmark.throughput_vs_various_pkt_sizes.wpa2_security","test_bridge_mode","TestThroughputVsPktWpa2Bridge5G","","","test_client_wpa2_personal_bridge_pkt_142_5g[setup_configuration0]","Throughput Vs Pkt Sizes Bridge Mode
           pytest -m ""throughput_vs_pkt and Bridge and wpa2_personal and fiveg and pkt142""
        "
"skipped","Wed Oct 15 11:26:14 UTC 2025","Wed Oct 15 11:26:14 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_20Mhz_2g","Test20Mhz2GChannel9PeakThroughput","","","test_client_wpa3_enterprise_nat_tcp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:12 UTC 2025","Wed Oct 15 11:26:12 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.open_encryption","test_peak_throughput_open_40Mhz_2g","Test20Mhz2GChannel5PeakThroughput","","","test_client_open_nat_tcp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""peak_throughput_tests and NAT and open and twog""
        "
"skipped","Wed Oct 15 11:26:09 UTC 2025","Wed Oct 15 11:26:09 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel56PeakThroughput","","","test_client_wpa3_eap_eap_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:14 UTC 2025","Wed Oct 15 11:26:14 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_40Mhz_2g","Test20Mhz2GChannel4PeakThroughput","","","test_client_wpa3_enterprise_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_80Mhz_5g","Test80Mhz5GChannel36PeakThroughput","","","test_client_wpa3_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:12 UTC 2025","Wed Oct 15 11:26:12 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.open_encryption","test_peak_throughput_open_20Mhz_2g","Test20Mhz2GChannel5PeakThroughput","","","test_client_open_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""peak_throughput_tests and NAT and open and twog""
        "
"skipped","Wed Oct 15 11:26:12 UTC 2025","Wed Oct 15 11:26:12 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.open_encryption","test_peak_throughput_open_40Mhz_5g","Test40Mhz5GChannel36PeakThroughput","","","test_client_open_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""peak_throughput_tests and NAT and open and twog""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_40Mhz_2g","Test20Mhz2GChannel9PeakThroughput","","","test_client_wpa_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_5g","TestCountryCA20Mhz5GChannel64PeakThroughput","","","test_client_wpa_bridge_udp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:17 UTC 2025","Wed Oct 15 11:26:17 UTC 2025","0","e2e.basic.performance_tests.throughput_benchmark.throughput_across_channel_bw","test_nat_mode","TestThroughputAcrossBw20MhzNAT","","","test_client_wpa2_personal_5g[setup_configuration0]","Throughput Across Bw NAT Mode
           pytest -m ""throughput_across_bw_test and NAT and wpa2_personal and fiveg""
        "
"skipped","Wed Oct 15 11:26:20 UTC 2025","Wed Oct 15 11:26:20 UTC 2025","0","Multi VLAN Test","VLAN Mode","2.4 Ghz","","","Test Disabled VLAN with WPA2 Security Mode","
            To verify that a client operating with wpa2(personal) security will connect or not by disabling VLAN.
            Unique marker:pytest -m ""disable_vlan_twog and twog and wpa2_personal and ow_sanity_lf""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_80Mhz_5g","Test80Mhz5GChannel132PeakThroughput","","","test_client_wpa2_eap_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_40Mhz_5g","Test40Mhz5GChannel44PeakThroughput","","","test_client_wpa3_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:07 UTC 2025","Wed Oct 15 11:26:07 UTC 2025","0","AX Client Scale Tests","Open Security","BRIDGE Mode","","","Test for UDP Download 2.4 GHz"," AX Client Scale Test BRIDGE mode
            pytest -m ""ax_client_scale_tests and bridge and open and twog and udp_download""
        "
"skipped","Wed Oct 15 11:26:13 UTC 2025","Wed Oct 15 11:26:13 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_5g","TestCountryCA20Mhz5GChannel64PeakThroughput","","","test_client_wpa2_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:06 UTC 2025","Wed Oct 15 11:26:06 UTC 2025","0","Advanced Captive Portal Tests","Internal Captive Portal","NAT Mode","","","Local user/pass mode with owe encryption 6 GHz Band NAT mode","
            NAT Mode Advanced Captive Portal Test with owe encryption 6 GHz Band
            pytest -m ""advanced_captive_portal_tests and internal_captive_portal_tests and owe and sixg and nat and local_user_and_pass""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Rate Limiting With Radius Test","BRIDGE Mode","WPA2 Enterprise Security","","","Test for Upload per SSID 2.4 GHz",""
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_2g","Test20Mhz2GChannel7PeakThroughput","","","test_client_wpa3_personal_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:14 UTC 2025","Wed Oct 15 11:26:14 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_40Mhz_2g","Test20Mhz2GChannel4PeakThroughput","","","test_client_wpa2_personal_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:07 UTC 2025","Wed Oct 15 11:26:07 UTC 2025","0","AX Capacity Test","5 GHz Band","NAT Mode","","","Single AX client TCP Bidirectional wifi capacity","
        Description:
        The test case examines the maximum performance of a DUT supporting 802.11ax clients in NAT mode.
        This test focuses on stressing the DUT's capacity under the influence of 5Ghz TCP Bidirectional traffic.
        The 5Ghz station is configured for 80Mhz bandwidth and two spatial streams.

        Markers:
        wifi_capacity_ax_tests and wpa2_personal and nat and fiveg and tcp_bidirectional

        Note:
        Please refer to the PDF report for detailed observations and analysis of the test results.
        "
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","TestCountryCA20Mhz5GChannel48PeakThroughput","","","test_client_wpa3_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Schema Validation","Through AP","Schema Validation through State Messages","","","Pushing master config-1","
        Validating the ucentral schema to ensure consistency and integrity in the system. The validation 
        process involves detecting any changes in the schema YML files and comparing them between the 
        live current state received from the AP and out ucentral state json output file.

        Objective is to detect discrepancies in data types (e.g., string to integer) and object structures.

        Unique Marker:
        schema_validation_tests and through_ap_terminal and master_config_1
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Country Code Tests","BRIDGE Mode(40 MHz)","SG country code (Channel-10)","","","Test for bandwidth 40 and channel 10","Country code Bridge Mode
           pytest -m ""country_code and fourtyMhz and wpa2 and twog and channel10""
        "
"skipped","Wed Oct 15 11:26:09 UTC 2025","Wed Oct 15 11:26:09 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_5g","TestCountryCA20Mhz5GChannel52PeakThroughput","","","test_client_wpa2_bridge_udp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:07 UTC 2025","Wed Oct 15 11:26:07 UTC 2025","0","Dataplane Tests","Open Security","VLAN Mode","","","Test for TCP UDP 2.4 GHz","Dataplane THroughput VLAN Mode
           pytest -m ""dataplane_tests and vlan and open and twog""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.multi_station_throughput.wpa2_personal.nat_mode","performance","TestMultiStaThptnat","","","test_mstathpt_wpa2p_nat_udp_ul_2g_11[setup_configuration0]","
                       pytest -m ""multi_sta_thpt and nat and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.multi_station_throughput.wpa2_personal.bridge_mode","performance","TestMultiStaThptbridge","","","test_mstathpt_wpa2p_bridge_tcp_ul_2g_12[setup_configuration0]","
                       pytest -m ""multi_sta_thpt and bridge and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_2g","Test20Mhz2GChannel4PeakThroughput","","","test_client_wpa2_enterprise_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:14 UTC 2025","Wed Oct 15 11:26:14 UTC 2025","0","Throughput Benchmark Test","5 GHz Band","NAT Mode","","","Single client TCP Download wifi capacity 80Mhz Bw"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:09 UTC 2025","Wed Oct 15 11:26:09 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_80Mhz_5g","Test80Mhz5GChannel100PeakThroughput","","","test_client_wpa2_bridge_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_40Mhz_2g","Test20Mhz2GChannel4PeakThroughput","","","test_client_wpa3_personal_bridge_udp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:13 UTC 2025","Wed Oct 15 11:26:13 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_2g","Test20Mhz2GChannel10PeakThroughput","","","test_client_wpa2_enterprise_nat_tcp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:09 UTC 2025","Wed Oct 15 11:26:09 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_5g","TestCountryCA20Mhz5GChannel112PeakThroughput","","","test_client_wpa2_bridge_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:12 UTC 2025","Wed Oct 15 11:26:12 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_20Mhz_2g","Test20Mhz2GChannel7PeakThroughput","","","test_client_wpa2_enterprise_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:14 UTC 2025","Wed Oct 15 11:26:14 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_40Mhz_2g","Test20Mhz2GChannel5PeakThroughput","","","test_client_wpa3_enterprise_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.multi_station_throughput.wpa2_personal.nat_mode","performance","TestMultiStaThptnat","","","test_mstathpt_wpa2p_nat_tcp_dl_5g_18[setup_configuration0]","
        pytest -m ""multi_sta_thpt and nat and wpa2_personal and fiveg""

        "
"skipped","Wed Oct 15 11:26:09 UTC 2025","Wed Oct 15 11:26:09 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_5g","Test20Mhz5GChannel44PeakThroughput","","","test_client_wpa2_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Rate Limiting Tests","BRIDGE Mode","WPA2 Personal Security","","","Test for Upload and Download per client batch size 1,2,5 2.4 GHz","
            Test Rate Limiting Scenario
            pytest -m ""rate_limiting_tests and bridge and wpa2_personal and twog and up_dw_per_client""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Country Code Tests","BRIDGE Mode(40 MHz)","CA country code (Channel-9)","","","Test for bandwidth 40 and channel 9","Country code Bridge Mode
           pytest -m ""country_code and fourtyMhz and wpa2 and twog and channel9""
        "
"skipped","Wed Oct 15 11:26:07 UTC 2025","Wed Oct 15 11:26:07 UTC 2025","0","DFS Test","BRIDGE Mode(40 MHz)","Channel-100","","","Test for Channel 100 and bandwidth 40",""
